id,title,userId,rating
238,Jumanji (1995),144,3.0
239,Jumanji (1995),149,1.0
240,Jumanji (1995),153,2.0
241,Jumanji (1995),160,4.0
242,Jumanji (1995),169,4.0
243,Jumanji (1995),177,3.5
244,Jumanji (1995),186,4.0
245,Jumanji (1995),202,4.0
246,Jumanji (1995),217,2.0
247,Jumanji (1995),219,2.5
248,Jumanji (1995),221,3.5
249,Jumanji (1995),222,2.5
250,Jumanji (1995),226,3.0
251,Jumanji (1995),230,2.5
252,Jumanji (1995),232,4.0
253,Jumanji (1995),240,5.0
254,Jumanji (1995),249,4.0
255,Jumanji (1995),259,2.0
256,Jumanji (1995),274,3.5
257,Jumanji (1995),276,4.0
258,Jumanji (1995),284,4.0
259,Jumanji (1995),288,2.0
260,Jumanji (1995),294,3.0
261,Jumanji (1995),298,0.5
262,Jumanji (1995),299,3.0
263,Jumanji (1995),304,4.0
264,Jumanji (1995),305,3.5
265,Jumanji (1995),307,2.5
266,Jumanji (1995),308,3.0
267,Jumanji (1995),318,3.5
268,Jumanji (1995),321,5.0
269,Jumanji (1995),322,3.0
270,Jumanji (1995),323,4.0
271,Jumanji (1995),330,1.5
272,Jumanji (1995),347,3.0
273,Jumanji (1995),353,4.0
274,Jumanji (1995),357,3.0
275,Jumanji (1995),359,3.5
276,Jumanji (1995),373,3.0
277,Jumanji (1995),380,5.0
278,Jumanji (1995),381,4.0
279,Jumanji (1995),395,3.0
280,Jumanji (1995),411,4.0
281,Jumanji (1995),414,3.0
282,Jumanji (1995),425,3.0
283,Jumanji (1995),426,4.5
284,Jumanji (1995),432,4.0
285,Jumanji (1995),434,2.5
286,Jumanji (1995),436,4.0
287,Jumanji (1995),446,3.0
288,Jumanji (1995),447,5.0
289,Jumanji (1995),448,3.0
290,Jumanji (1995),458,4.0
291,Jumanji (1995),470,3.0
292,Jumanji (1995),474,3.0
293,Jumanji (1995),475,4.5
294,Jumanji (1995),476,4.0
295,Jumanji (1995),477,4.0
296,Jumanji (1995),480,3.0
297,Jumanji (1995),482,4.5
298,Jumanji (1995),483,4.0
299,Jumanji (1995),484,2.5
300,Jumanji (1995),489,2.5
301,Jumanji (1995),497,2.5
302,Jumanji (1995),501,3.0
303,Jumanji (1995),512,3.0
304,Jumanji (1995),517,3.0
305,Jumanji (1995),523,4.5
306,Jumanji (1995),525,3.5
307,Jumanji (1995),527,4.0
308,Jumanji (1995),534,4.5
309,Jumanji (1995),559,4.0
310,Jumanji (1995),561,4.0
311,Jumanji (1995),563,2.5
312,Jumanji (1995),566,4.0
313,Jumanji (1995),570,3.5
314,Jumanji (1995),573,4.5
315,Jumanji (1995),586,4.0
316,Jumanji (1995),590,2.5
317,Jumanji (1995),592,4.0
318,Jumanji (1995),594,4.0
319,Jumanji (1995),599,2.5
320,Jumanji (1995),600,4.0
321,Jumanji (1995),602,4.0
322,Jumanji (1995),604,5.0
323,Jumanji (1995),605,3.5
324,Jumanji (1995),608,2.0
325,Grumpier Old Men (1995),1,4.0
326,Grumpier Old Men (1995),6,5.0
327,Grumpier Old Men (1995),19,3.0
328,Grumpier Old Men (1995),32,3.0
329,Grumpier Old Men (1995),42,4.0
330,Grumpier Old Men (1995),43,5.0
331,Grumpier Old Men (1995),44,3.0
332,Grumpier Old Men (1995),51,4.0
333,Grumpier Old Men (1995),58,3.0
334,Grumpier Old Men (1995),64,3.5
335,Grumpier Old Men (1995),68,2.0
336,Grumpier Old Men (1995),91,3.0
337,Grumpier Old Men (1995),100,3.5
338,Grumpier Old Men (1995),102,5.0
339,Grumpier Old Men (1995),116,3.5
340,Grumpier Old Men (1995),117,3.0
341,Grumpier Old Men (1995),150,3.0
342,Grumpier Old Men (1995),151,3.0
343,Grumpier Old Men (1995),169,5.0
344,Grumpier Old Men (1995),179,4.0
345,Grumpier Old Men (1995),217,1.0
346,Grumpier Old Men (1995),226,3.5
347,Grumpier Old Men (1995),240,4.0
348,Grumpier Old Men (1995),269,4.0
349,Grumpier Old Men (1995),270,3.0
350,Grumpier Old Men (1995),288,4.0
351,Grumpier Old Men (1995),289,2.5
352,Grumpier Old Men (1995),294,1.0
353,Grumpier Old Men (1995),302,3.0
354,Grumpier Old Men (1995),307,3.5
355,Grumpier Old Men (1995),308,0.5
356,Grumpier Old Men (1995),321,3.0
357,Grumpier Old Men (1995),330,3.0
358,Grumpier Old Men (1995),337,4.0
359,Grumpier Old Men (1995),368,3.0
360,Grumpier Old Men (1995),410,4.0
361,Grumpier Old Men (1995),414,4.0
362,Grumpier Old Men (1995),448,3.0
363,Grumpier Old Men (1995),456,3.0
364,Grumpier Old Men (1995),470,3.0
365,Grumpier Old Men (1995),477,3.0
366,Grumpier Old Men (1995),480,2.5
367,Grumpier Old Men (1995),492,4.0
368,Grumpier Old Men (1995),501,5.0
369,Grumpier Old Men (1995),544,3.0
370,Grumpier Old Men (1995),552,1.0
371,Grumpier Old Men (1995),555,5.0
372,Grumpier Old Men (1995),588,3.0
373,Grumpier Old Men (1995),590,3.0
374,Grumpier Old Men (1995),594,4.0
375,Grumpier Old Men (1995),599,1.5
376,Grumpier Old Men (1995),608,2.0
377,Waiting to Exhale (1995),6,3.0
378,Waiting to Exhale (1995),14,3.0
379,Waiting to Exhale (1995),84,3.0
380,Waiting to Exhale (1995),162,3.0
381,Waiting to Exhale (1995),262,1.0
382,Waiting to Exhale (1995),411,2.0
383,Waiting to Exhale (1995),600,1.5
384,Father of the Bride Part II (1995),6,5.0
385,Father of the Bride Part II (1995),31,3.0
386,Father of the Bride Part II (1995),43,5.0
387,Father of the Bride Part II (1995),45,3.0
388,Father of the Bride Part II (1995),58,4.0
389,Father of the Bride Part II (1995),66,4.0
390,Father of the Bride Part II (1995),68,2.0
391,Father of the Bride Part II (1995),84,3.0
392,Father of the Bride Part II (1995),103,4.0
393,Father of the Bride Part II (1995),107,4.0
394,Father of the Bride Part II (1995),111,3.5
395,Father of the Bride Part II (1995),117,3.0
396,Father of the Bride Part II (1995),120,4.0
397,Father of the Bride Part II (1995),121,3.0
398,Father of the Bride Part II (1995),147,4.5
399,Father of the Bride Part II (1995),150,3.0
400,Father of the Bride Part II (1995),169,5.0
401,Father of the Bride Part II (1995),170,3.0
402,Father of the Bride Part II (1995),181,3.0
403,Father of the Bride Part II (1995),200,4.0
404,Father of the Bride Part II (1995),229,3.0
405,Father of the Bride Part II (1995),269,3.0
406,Father of the Bride Part II (1995),270,3.0
407,Father of the Bride Part II (1995),276,3.0
408,Father of the Bride Part II (1995),288,2.0
409,Father of the Bride Part II (1995),321,3.0
410,Father of the Bride Part II (1995),337,4.0
411,Father of the Bride Part II (1995),353,3.0
412,Father of the Bride Part II (1995),389,4.0
413,Father of the Bride Part II (1995),402,3.0
414,Father of the Bride Part II (1995),414,2.0
415,Father of the Bride Part II (1995),437,2.0
416,Father of the Bride Part II (1995),448,3.0
417,Father of the Bride Part II (1995),451,3.0
418,Father of the Bride Part II (1995),456,3.0
419,Father of the Bride Part II (1995),458,3.0
420,Father of the Bride Part II (1995),470,3.0
421,Father of the Bride Part II (1995),474,1.5
422,Father of the Bride Part II (1995),483,2.5
423,Father of the Bride Part II (1995),489,2.0
424,Father of the Bride Part II (1995),490,0.5
425,Father of the Bride Part II (1995),492,3.0
426,Father of the Bride Part II (1995),501,3.0
427,Father of the Bride Part II (1995),509,1.5
428,Father of the Bride Part II (1995),521,3.0
429,Father of the Bride Part II (1995),561,3.0
430,Father of the Bride Part II (1995),590,2.0
431,Father of the Bride Part II (1995),600,2.5
432,Father of the Bride Part II (1995),604,3.0
433,Heat (1995),1,4.0
434,Heat (1995),6,4.0
435,Heat (1995),11,5.0
436,Heat (1995),18,4.0
437,Heat (1995),23,4.0
438,Heat (1995),24,4.5
439,Heat (1995),28,3.5
440,Heat (1995),32,3.0
441,Heat (1995),44,3.0
442,Heat (1995),45,4.0
443,Heat (1995),57,3.0
444,Heat (1995),62,4.5
445,Heat (1995),64,4.5
446,Heat (1995),68,4.0
447,Heat (1995),79,4.0
448,Heat (1995),82,3.5
449,Heat (1995),84,4.0
450,Heat (1995),91,5.0
451,Heat (1995),102,3.0
452,Heat (1995),105,4.0
453,Heat (1995),109,3.0
454,Heat (1995),112,4.5
455,Heat (1995),117,3.0
456,Heat (1995),121,5.0
457,Heat (1995),140,5.0
458,Heat (1995),150,4.0
459,Heat (1995),160,2.0
460,Heat (1995),166,3.5
461,Heat (1995),181,3.0
462,Heat (1995),182,4.5
463,Heat (1995),191,4.0
464,Heat (1995),195,4.0
465,Heat (1995),199,4.0
466,Heat (1995),202,5.0
467,Heat (1995),217,2.0
468,Heat (1995),219,3.5
469,Heat (1995),220,3.5
470,Heat (1995),239,5.0
471,Heat (1995),244,5.0
472,Heat (1995),266,4.0
473,Heat (1995),269,5.0
474,Heat (1995),270,3.0
475,Heat (1995),274,4.0
476,Heat (1995),282,4.0
477,Heat (1995),286,4.5
478,Heat (1995),294,3.0
479,Heat (1995),297,5.0
480,Heat (1995),305,3.5
481,Heat (1995),308,1.0
482,Heat (1995),312,4.0
483,Heat (1995),313,3.0
484,Heat (1995),314,3.0
485,Heat (1995),317,5.0
486,Heat (1995),318,4.0
487,Heat (1995),325,4.0
488,Heat (1995),336,4.0
489,Heat (1995),337,5.0
490,Heat (1995),339,4.0
491,Heat (1995),353,4.0
492,Heat (1995),362,4.0
493,Heat (1995),368,4.0
494,Heat (1995),372,5.0
495,Heat (1995),373,5.0
496,Heat (1995),380,5.0
497,Heat (1995),385,3.0
498,Heat (1995),386,3.0
499,Heat (1995),389,5.0
500,Heat (1995),391,4.0
501,Heat (1995),400,5.0
502,Heat (1995),414,3.0
503,Heat (1995),425,4.0
504,Heat (1995),434,4.0
505,Heat (1995),437,5.0
506,Heat (1995),438,5.0
507,Heat (1995),444,4.0
508,Heat (1995),451,4.0
509,Heat (1995),469,3.0
510,Heat (1995),470,3.0
511,Heat (1995),474,3.0
512,Heat (1995),480,4.0
513,Heat (1995),486,5.0
514,Heat (1995),492,3.0
515,Heat (1995),493,4.0
516,Heat (1995),501,3.0
517,Heat (1995),521,4.0
518,Heat (1995),524,4.0
519,Heat (1995),532,5.0
520,Heat (1995),553,5.0
521,Heat (1995),559,5.0
522,Heat (1995),561,4.0
523,Heat (1995),573,4.5
524,Heat (1995),577,4.0
525,Heat (1995),580,4.0
526,Heat (1995),588,5.0
527,Heat (1995),590,3.5
528,Heat (1995),592,3.0
529,Heat (1995),597,3.0
530,Heat (1995),599,4.5
531,Heat (1995),602,3.0
532,Heat (1995),603,4.0
533,Heat (1995),604,3.0
534,Heat (1995),610,5.0
535,Sabrina (1995),6,4.0
536,Sabrina (1995),14,3.0
537,Sabrina (1995),19,2.0
538,Sabrina (1995),31,4.0
539,Sabrina (1995),32,4.0
540,Sabrina (1995),33,1.0
541,Sabrina (1995),42,3.0
542,Sabrina (1995),43,5.0
543,Sabrina (1995),45,3.0
544,Sabrina (1995),51,4.0
545,Sabrina (1995),58,5.0
546,Sabrina (1995),68,2.0
547,Sabrina (1995),71,3.0
548,Sabrina (1995),84,3.0
549,Sabrina (1995),90,4.0
550,Sabrina (1995),95,3.0
551,Sabrina (1995),117,4.0
552,Sabrina (1995),150,3.0
553,Sabrina (1995),169,4.5
554,Sabrina (1995),177,1.0
555,Sabrina (1995),179,3.0
556,Sabrina (1995),181,3.0
557,Sabrina (1995),188,4.0
558,Sabrina (1995),199,3.0
559,Sabrina (1995),206,4.0
560,Sabrina (1995),257,1.0
561,Sabrina (1995),262,3.0
562,Sabrina (1995),270,3.0
563,Sabrina (1995),276,4.0
564,Sabrina (1995),280,4.5
565,Sabrina (1995),286,3.5
566,Sabrina (1995),304,4.0
567,Sabrina (1995),314,4.0
568,Sabrina (1995),337,3.0
569,Sabrina (1995),350,3.0
570,Sabrina (1995),411,3.0
571,Sabrina (1995),414,3.0
572,Sabrina (1995),451,3.0
573,Sabrina (1995),470,3.0
574,Sabrina (1995),474,3.0
575,Sabrina (1995),489,4.0
576,Sabrina (1995),492,3.0
577,Sabrina (1995),498,4.0
578,Sabrina (1995),501,4.0
579,Sabrina (1995),510,1.0
580,Sabrina (1995),513,3.0
581,Sabrina (1995),521,3.0
582,Sabrina (1995),529,2.0
583,Sabrina (1995),541,4.0
584,Sabrina (1995),566,4.0
585,Sabrina (1995),597,1.0
586,Sabrina (1995),599,2.5
587,Sabrina (1995),600,3.5
588,Sabrina (1995),606,2.5
589,Tom and Huck (1995),6,3.0
590,Tom and Huck (1995),20,1.0
591,Tom and Huck (1995),43,5.0
592,Tom and Huck (1995),274,3.0
593,Tom and Huck (1995),372,2.0
594,Tom and Huck (1995),414,3.0
595,Tom and Huck (1995),436,3.0
596,Tom and Huck (1995),501,3.0
597,Sudden Death (1995),151,4.0
598,Sudden Death (1995),179,3.0
599,Sudden Death (1995),217,3.0
600,Sudden Death (1995),269,2.0
601,Sudden Death (1995),270,3.0
602,Sudden Death (1995),337,5.0
603,Sudden Death (1995),353,3.0
604,Sudden Death (1995),364,3.0
605,Sudden Death (1995),389,3.0
606,Sudden Death (1995),402,3.0
607,Sudden Death (1995),428,2.0
608,Sudden Death (1995),437,3.0
609,Sudden Death (1995),456,4.0
610,Sudden Death (1995),464,2.5
611,Sudden Death (1995),492,5.0
612,Sudden Death (1995),599,1.5
613,GoldenEye (1995),6,3.0
614,GoldenEye (1995),8,2.0
615,GoldenEye (1995),11,3.0
616,GoldenEye (1995),19,2.0
617,GoldenEye (1995),21,5.0
618,GoldenEye (1995),26,3.0
619,GoldenEye (1995),31,4.0
620,GoldenEye (1995),34,5.0
621,GoldenEye (1995),42,5.0
622,GoldenEye (1995),43,4.0
623,GoldenEye (1995),46,3.0
624,GoldenEye (1995),56,4.0
625,GoldenEye (1995),57,3.0
626,GoldenEye (1995),59,3.0
627,GoldenEye (1995),63,3.0
628,GoldenEye (1995),68,4.5
629,GoldenEye (1995),81,1.0
630,GoldenEye (1995),82,3.5
631,GoldenEye (1995),84,3.0
632,GoldenEye (1995),91,3.5
633,GoldenEye (1995),93,4.0
634,GoldenEye (1995),94,3.0
635,GoldenEye (1995),99,4.0
636,GoldenEye (1995),104,3.0
637,GoldenEye (1995),117,3.0
638,GoldenEye (1995),119,4.0
639,GoldenEye (1995),136,5.0
640,GoldenEye (1995),144,3.0
641,GoldenEye (1995),160,1.0
642,GoldenEye (1995),166,4.5
643,GoldenEye (1995),170,3.0
644,GoldenEye (1995),173,3.0
645,GoldenEye (1995),174,3.0
646,GoldenEye (1995),176,5.0
647,GoldenEye (1995),178,4.0
648,GoldenEye (1995),181,2.0
649,GoldenEye (1995),182,3.5
650,GoldenEye (1995),186,4.0
651,GoldenEye (1995),192,5.0
652,GoldenEye (1995),195,4.0
653,GoldenEye (1995),200,4.5
654,GoldenEye (1995),202,4.0
655,GoldenEye (1995),208,2.0
656,GoldenEye (1995),217,4.0
657,GoldenEye (1995),219,4.5
658,GoldenEye (1995),220,4.0
659,GoldenEye (1995),226,4.0
660,GoldenEye (1995),229,4.0
661,GoldenEye (1995),232,3.0
662,GoldenEye (1995),235,2.0
663,GoldenEye (1995),240,3.0
664,GoldenEye (1995),243,5.0
665,GoldenEye (1995),244,5.0
666,GoldenEye (1995),248,3.5
667,GoldenEye (1995),262,2.0
668,GoldenEye (1995),274,4.0
669,GoldenEye (1995),282,3.5
670,GoldenEye (1995),284,4.0
671,GoldenEye (1995),288,3.0
672,GoldenEye (1995),292,3.5
673,GoldenEye (1995),294,3.0
674,GoldenEye (1995),301,4.0
675,GoldenEye (1995),304,4.0
676,GoldenEye (1995),307,2.5
677,GoldenEye (1995),313,4.0
678,GoldenEye (1995),314,3.0
679,GoldenEye (1995),322,4.0
680,GoldenEye (1995),331,3.0
681,GoldenEye (1995),334,3.5
682,GoldenEye (1995),340,4.0
683,GoldenEye (1995),347,4.0
684,GoldenEye (1995),349,4.0
685,GoldenEye (1995),353,3.0
686,GoldenEye (1995),354,3.5
687,GoldenEye (1995),361,3.5
688,GoldenEye (1995),368,3.0
689,GoldenEye (1995),372,3.0
690,GoldenEye (1995),376,4.5
691,GoldenEye (1995),380,5.0
692,GoldenEye (1995),385,3.0
693,GoldenEye (1995),386,3.0
694,GoldenEye (1995),387,3.5
695,GoldenEye (1995),391,3.0
696,GoldenEye (1995),395,3.0
697,GoldenEye (1995),408,4.5
698,GoldenEye (1995),411,3.0
699,GoldenEye (1995),414,3.0
700,GoldenEye (1995),419,3.5
701,GoldenEye (1995),425,3.0
702,GoldenEye (1995),434,3.5
703,GoldenEye (1995),438,4.0
704,GoldenEye (1995),441,4.5
705,GoldenEye (1995),446,3.0
706,GoldenEye (1995),447,3.0
707,GoldenEye (1995),448,4.0
708,GoldenEye (1995),452,4.0
709,GoldenEye (1995),453,2.0
710,GoldenEye (1995),458,4.0
711,GoldenEye (1995),462,3.0
712,GoldenEye (1995),469,2.0
713,GoldenEye (1995),470,3.0
714,GoldenEye (1995),476,3.0
715,GoldenEye (1995),480,4.0
716,GoldenEye (1995),483,2.0
717,GoldenEye (1995),485,4.0
718,GoldenEye (1995),486,4.0
719,GoldenEye (1995),489,2.5
720,GoldenEye (1995),498,3.0
721,GoldenEye (1995),501,4.0
722,GoldenEye (1995),517,0.5
723,GoldenEye (1995),520,4.0
724,GoldenEye (1995),522,4.5
725,GoldenEye (1995),524,4.0
726,GoldenEye (1995),531,4.0
727,GoldenEye (1995),534,4.0
728,GoldenEye (1995),541,4.0
729,GoldenEye (1995),557,4.5
730,GoldenEye (1995),559,3.0
731,GoldenEye (1995),566,3.0
732,GoldenEye (1995),569,4.0
733,GoldenEye (1995),570,3.5
734,GoldenEye (1995),573,4.5
735,GoldenEye (1995),580,3.5
736,GoldenEye (1995),584,5.0
737,GoldenEye (1995),588,3.0
738,GoldenEye (1995),590,3.5
739,GoldenEye (1995),592,3.0
740,GoldenEye (1995),597,3.0
741,GoldenEye (1995),599,3.5
742,GoldenEye (1995),602,3.0
743,GoldenEye (1995),608,4.0
744,GoldenEye (1995),609,4.0
745,"American President, The (1995)",6,4.0
746,"American President, The (1995)",8,4.0
747,"American President, The (1995)",33,2.0
748,"American President, The (1995)",35,4.0
749,"American President, The (1995)",38,5.0
750,"American President, The (1995)",42,5.0
751,"American President, The (1995)",43,4.0
752,"American President, The (1995)",45,3.0
753,"American President, The (1995)",56,4.0
754,"American President, The (1995)",57,3.0
755,"American President, The (1995)",68,4.5
756,"American President, The (1995)",84,4.0
757,"American President, The (1995)",89,2.5
758,"American President, The (1995)",94,3.0
759,"American President, The (1995)",100,4.0
760,"American President, The (1995)",107,5.0
761,"American President, The (1995)",109,4.0
762,"American President, The (1995)",113,3.0
763,"American President, The (1995)",117,4.0
764,"American President, The (1995)",121,4.0
765,"American President, The (1995)",140,4.0
766,"American President, The (1995)",156,3.0
767,"American President, The (1995)",169,4.0
768,"American President, The (1995)",174,5.0
769,"American President, The (1995)",177,3.0
770,"American President, The (1995)",181,5.0
771,"American President, The (1995)",199,4.0
772,"American President, The (1995)",201,4.0
773,"American President, The (1995)",202,4.0
774,"American President, The (1995)",235,4.0
775,"American President, The (1995)",239,5.0
776,"American President, The (1995)",263,4.0
777,"American President, The (1995)",290,4.0
778,"American President, The (1995)",304,5.0
779,"American President, The (1995)",314,5.0
780,"American President, The (1995)",322,4.0
781,"American President, The (1995)",345,2.5
782,"American President, The (1995)",347,4.0
783,"American President, The (1995)",353,4.0
784,"American President, The (1995)",357,3.5
785,"American President, The (1995)",372,4.0
786,"American President, The (1995)",373,2.0
787,"American President, The (1995)",387,2.5
788,"American President, The (1995)",404,4.0
789,"American President, The (1995)",410,3.0
790,"American President, The (1995)",411,4.0
791,"American President, The (1995)",414,5.0
792,"American President, The (1995)",438,4.0
